Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1729004400000,65376.01000000,66300.00000000,64800.01000000,66022.00000000,5392.76390000,1729007999999,353588620.07103230,823706,2730.38026000,179158357.50541420,0
1729008000000,66022.01000000,67218.00000000,65982.55000000,66868.20000000,3418.13618000,1729011599999,227933931.67549390,540806,1845.10703000,123031804.43481520,0
1729011600000,66868.21000000,67059.33000000,66501.00000000,66808.01000000,1765.93618000,1729015199999,117946216.40951390,459274,872.75435000,58304805.95477830,0
1729015200000,66808.00000000,67390.89000000,66754.00000000,66901.15000000,1591.98685000,1729018799999,106843461.66017770,411054,754.74247000,50655042.10582300,0
1729018800000,66901.15000000,67051.99000000,66574.94000000,66970.18000000,1664.01097000,1729022399999,111176522.89241570,278717,748.53387000,50014742.21132500,0
1729022400000,66970.18000000,67007.99000000,66391.65000000,66469.41000000,1318.01559000,1729025999999,87935109.00102680,189847,562.03884000,37492732.64719550,0
1729026000000,66469.41000000,66614.00000000,66130.64000000,66432.00000000,1096.16117000,1729029599999,72749702.94572190,157357,451.74466000,29982847.51718800,0
1729029600000,66432.01000000,66992.00000000,66409.42000000,66747.58000000,795.05313000,1729033199999,53048219.74687530,130766,419.83033000,28007590.28120510,0
1729033200000,66747.59000000,67156.47000000,66675.06000000,67074.14000000,774.48671000,1729036799999,51830036.82668800,94000,403.88342000,27031519.90779970,0
1729036800000,67074.14000000,67138.96000000,66759.01000000,66874.04000000,786.91734000,1729040399999,52647286.79563140,160834,360.71825000,24134387.55167060,0
1729040400000,66874.04000000,67496.89000000,66750.49000000,67375.99000000,1155.89777000,1729043999999,77701026.25369740,244666,586.76686000,39446311.94651220,0
1729044000000,67376.00000000,67561.04000000,67241.04000000,67280.01000000,855.21854000,1729047599999,57635650.39362460,213967,416.50937000,28073361.87039290,0
1729047600000,67280.01000000,67293.99000000,67071.33000000,67095.98000000,710.36875000,1729051199999,47711549.98679120,124484,285.23241000,19157956.24114670,0
1729051200000,67095.99000000,67236.00000000,66885.05000000,67000.00000000,694.88785000,1729054799999,46597621.35640280,132631,267.66978000,17948518.22735290,0
1729054800000,67000.00000000,67361.41000000,66930.71000000,67218.74000000,776.15846000,1729058399999,52129492.13096030,120396,396.00092000,26601714.32896570,0
1729058400000,67218.74000000,67300.00000000,66961.62000000,67050.00000000,772.89972000,1729061999999,51887326.27239890,176290,338.92955000,22753599.32391450,0
1729062000000,67050.00000000,67050.01000000,66775.67000000,66972.53000000,826.47000000,1729065599999,55300270.04799600,173158,349.04735000,23354269.31382670,0
1729065600000,66972.53000000,67270.15000000,66917.52000000,67129.82000000,1139.02083000,1729069199999,76476942.54556600,171877,575.82163000,38661090.84511930,0
1729069200000,67129.82000000,67469.00000000,67087.26000000,67420.01000000,1155.95012000,1729072799999,77809628.86511950,139184,585.61690000,39418997.72377340,0
1729072800000,67420.01000000,67799.00000000,67323.61000000,67733.54000000,2132.60078000,1729076399999,144258041.52866400,236490,1226.10730000,82939659.52402530,0
1729076400000,67733.55000000,68424.00000000,67602.05000000,67894.72000000,4243.53323000,1729079999999,288980405.35913150,385750,2589.22232000,176314326.74043910,0
1729080000000,67894.73000000,68058.00000000,67670.00000000,67832.00000000,2119.64251000,1729083599999,143891563.28511680,401372,1078.45360000,73224265.02622850,0
1729083600000,67832.00000000,67962.00000000,67117.18000000,67386.00000000,2383.91323000,1729087199999,161033836.55394830,438988,1176.27612000,79469996.31464060,0
1729087200000,67386.00000000,68308.91000000,67346.00000000,67671.91000000,3438.18800000,1729090799999,233217235.11515320,512522,1683.91300000,114265127.81298520,0
1729090800000,67671.91000000,68050.00000000,67391.01000000,67749.99000000,1400.46686000,1729094399999,94917238.52080180,392737,742.33557000,50312636.02234530,0
1729094400000,67750.00000000,67929.99000000,67482.00000000,67823.88000000,1175.82956000,1729097999999,79564728.71401260,367043,628.48770000,42526332.07222190,0
1729098000000,67823.88000000,68100.00000000,67686.00000000,67942.00000000,983.28128000,1729101599999,66795299.46188630,187365,536.58441000,36459745.63353490,0
1729101600000,67942.00000000,68064.00000000,67780.32000000,67822.74000000,688.26491000,1729105199999,46744044.18896580,154233,292.90829000,19894903.13484720,0
1729105200000,67822.73000000,67952.84000000,67643.24000000,67728.00000000,727.95399000,1729108799999,49348723.44237340,110844,274.04623000,18578426.17399290,0
1729108800000,67728.01000000,67954.03000000,67630.00000000,67630.01000000,594.85817000,1729112399999,40348981.04264460,85220,271.50937000,18414285.10542610,0
1729112400000,67630.01000000,67706.00000000,67500.00000000,67566.90000000,394.73361000,1729115999999,26678857.44488210,63091,188.07616000,12711017.89954610,0
1729116000000,67566.90000000,67860.00000000,67563.84000000,67790.01000000,413.91674000,1729119599999,28018166.32594780,61717,186.81883000,12645261.82634550,0
1729119600000,67790.00000000,67827.48000000,67602.34000000,67620.01000000,367.28319000,1729123199999,24866494.47455110,54826,175.82210000,11904476.81657490,0
1729123200000,67620.00000000,67939.40000000,67580.00000000,67709.99000000,437.46753000,1729126799999,29652786.90556180,90604,206.52411000,13996599.84700580,0
1729126800000,67709.99000000,67899.99000000,67406.99000000,67893.98000000,839.22722000,1729130399999,56760242.53745880,161831,380.41494000,25735887.56791660,0
1729130400000,67893.98000000,67908.48000000,67408.00000000,67472.01000000,748.44335000,1729133999999,50590009.16581980,131999,345.00547000,23319403.49985900,0
1729134000000,67472.01000000,67700.00000000,67438.00000000,67601.40000000,478.64401000,1729137599999,32340607.84022760,75524,227.78155000,15391079.28091630,0
1729137600000,67601.40000000,67601.40000000,67260.00000000,67260.00000000,695.26222000,1729141199999,46872970.49991490,81546,254.77295000,17177158.91255650,0
1729141200000,67260.01000000,67470.00000000,67260.00000000,67340.82000000,509.73015000,1729144799999,34337282.01701320,78282,235.30019000,15851271.16800560,0
1729144800000,67340.81000000,67504.49000000,67104.18000000,67162.87000000,1233.26564000,1729148399999,83039913.47676330,132813,388.31138000,26157966.40381250,0
1729148400000,67162.87000000,67317.17000000,67087.35000000,67303.18000000,1114.64608000,1729151999999,74900066.13423010,158696,621.91518000,41793904.66284920,0
1729152000000,67303.18000000,67473.49000000,67200.00000000,67450.00000000,745.35931000,1729155599999,50187101.71931870,99493,331.04708000,22294703.67736490,0
1729155600000,67450.00000000,67530.01000000,67185.16000000,67191.40000000,941.84050000,1729159199999,63442596.74702100,125108,309.60799000,20861174.56212870,0
1729159200000,67191.41000000,67295.40000000,66818.96000000,67214.00000000,1208.73503000,1729162799999,81078403.83017470,185314,581.58445000,39015507.95411830,0
