etime,close
2020/9/18,3596
2020/9/21,3553
2020/9/22,3536
2020/9/23,3531
2020/9/24,3547
2020/9/25,3537
2020/9/28,3531
2020/9/29,3520
2020/9/30,3553
2020/10/9,3612
2020/10/12,3637
2020/10/13,3628
2020/10/14,3622
2020/10/15,3604
2020/10/16,3613
2020/10/19,3627
2020/10/20,3618
2020/10/21,3632
2020/10/22,3653
2020/10/23,3651
2020/10/26,3613
2020/10/27,3616
2020/10/28,3643
2020/10/29,3662
2020/10/30,3687
2020/11/2,3708
2020/11/3,3716
2020/11/4,3736
2020/11/5,3754
2020/11/6,3773
2020/11/9,3838
2020/11/10,3848
2020/11/11,3841
2020/11/12,3840
2020/11/13,3833
2020/11/16,3836
2020/11/17,3889
2020/11/18,3906
2020/11/19,3935
2020/11/20,3955
2020/11/23,3945
2020/11/24,3913
2020/11/25,3881
2020/11/26,3878
2020/11/27,3928
2020/11/30,3919
2020/12/1,3892
2020/12/2,3914
2020/12/3,3895
2020/12/4,3881
2020/12/7,3943
2020/12/8,3928
2020/12/9,3946
2020/12/10,4041
2020/12/11,4108
2020/12/14,4026
2020/12/15,4020
2020/12/16,4104
2020/12/17,4163
2020/12/18,4248
2020/12/21,4379
2020/12/22,4465
2020/12/23,4308
2020/12/24,4306
2020/12/25,4274
2020/12/28,4300
2020/12/29,4243
2020/12/30,4247
2020/12/31,4306
2021/1/4,4346
2021/1/5,4391
2021/1/6,4381
2021/1/7,4411
2021/1/8,4473
2021/1/11,4404
2021/1/12,4304
2021/1/13,4292
2021/1/14,4281
2021/1/15,4368
2021/1/18,4373
2021/1/19,4329
2021/1/20,4295
2021/1/21,4320
2021/1/22,4332
2021/1/25,4299
2021/1/26,4325
2021/1/27,4349
2021/1/28,4327
2021/1/29,4270
2021/2/1,4248
2021/2/2,4184
2021/2/3,4165
2021/2/4,4216
2021/2/5,4258
2021/2/8,4320
2021/2/9,4370
2021/2/10,4386
2021/2/18,4511
2021/2/19,4532
2021/2/22,4584
2021/2/23,4581
2021/2/24,4571
2021/2/25,4673
2021/2/26,4671
2021/3/1,4647
2021/3/2,4662
2021/3/3,4844
2021/3/4,4848
2021/3/5,4718
2021/3/8,4779
2021/3/9,4712
2021/3/10,4597
2021/3/11,4594
2021/3/12,4757
2021/3/15,4723
2021/3/16,4735
2021/3/17,4738
2021/3/18,4781
2021/3/19,4769
2021/3/22,4800
2021/3/23,4716
2021/3/24,4733
2021/3/25,4802
2021/3/26,4847
2021/3/29,4971
2021/3/30,4967
2021/3/31,4956
2021/4/1,4973
2021/4/2,5076
2021/4/6,5172
2021/4/7,5127
2021/4/8,5108
2021/4/9,5086
2021/4/12,4998
2021/4/13,5062
2021/4/14,5131
2021/4/15,5123
2021/4/16,5131
2021/4/19,5105
2021/4/20,5114
2021/4/21,5158
2021/4/22,5212
2021/4/23,5248
2021/4/26,5382
2021/4/27,5396
2021/4/28,5348
2021/4/29,5413
2021/4/30,5418
2021/5/6,5614
2021/5/7,5672
2021/5/10,5819
2021/5/11,6041
2021/5/12,6093
2021/5/13,6000
2021/5/14,5761
2021/5/17,5620
2021/5/18,5621
2021/5/19,5444
2021/5/20,5150
2021/5/21,5158
2021/5/24,4953
2021/5/25,4966
2021/5/26,4806
2021/5/27,4740
2021/5/28,4907
2021/5/31,5030
2021/6/1,4977
2021/6/2,5061
2021/6/3,5090
2021/6/4,5175
2021/6/7,5093
2021/6/8,4970
2021/6/9,5033
2021/6/10,5130
2021/6/11,5245
2021/6/15,5165
2021/6/16,5088
2021/6/17,5053
2021/6/18,5104
2021/6/21,4991
2021/6/22,4864
2021/6/23,4901
2021/6/24,4976
2021/6/25,5021
2021/6/28,5061
2021/6/29,5103
2021/6/30,5107
2021/7/1,5156
2021/7/2,5115
2021/7/5,5153
2021/7/6,5263
2021/7/7,5340
2021/7/8,5410
2021/7/9,5356
2021/7/12,5465
2021/7/13,5425
2021/7/14,5498
2021/7/15,5546
2021/7/16,5525
2021/7/19,5612
2021/7/20,5546
2021/7/21,5587
2021/7/22,5549
2021/7/23,5662
2021/7/26,5687
2021/7/27,5675
2021/7/28,5643
2021/7/29,5681
2021/7/30,5732
2021/8/2,5497
2021/8/3,5323
2021/8/4,5359
2021/8/5,5431
2021/8/6,5378
2021/8/9,5333
2021/8/10,5379
2021/8/11,5556
2021/8/12,5531
2021/8/13,5442
2021/8/16,5390
2021/8/17,5342
2021/8/18,5219
2021/8/19,5017
2021/8/20,5024
2021/8/23,5113
2021/8/24,5191
2021/8/25,5240
2021/8/26,5217
2021/8/27,5148
2021/8/30,5291
2021/8/31,5334
2021/9/1,5262
2021/9/2,5283
2021/9/3,5381
2021/9/6,5427
2021/9/7,5504
2021/9/8,5439
2021/9/9,5567
2021/9/10,5675
2021/9/13,5690
2021/9/14,5598
2021/9/15,5495
2021/9/16,5604
2021/9/17,5495
2021/9/22,5532
2021/9/23,5627
2021/9/24,5511
2021/9/27,5504
2021/9/28,5597
2021/9/29,5641
2021/9/30,5649
2021/10/8,5765
2021/10/11,5808
2021/10/12,5688
2021/10/13,5474
2021/10/14,5461
2021/10/15,5488
2021/10/18,5424
2021/10/19,5461
2021/10/20,5409
2021/10/21,5243
2021/10/22,4907
2021/10/25,4889
2021/10/26,4863
2021/10/27,4773
2021/10/28,4609
2021/10/29,4690
2021/11/1,4598
2021/11/2,4388
2021/11/3,4331
2021/11/4,4272
2021/11/5,4202
2021/11/8,4286
2021/11/9,4297
2021/11/10,4136
2021/11/11,4349
2021/11/12,4335
2021/11/15,4191
2021/11/16,4193
2021/11/17,4171
2021/11/18,4195
2021/11/19,4204
2021/11/22,4319
2021/11/23,4361
2021/11/24,4433
2021/11/25,4484
2021/11/26,4184
2021/11/29,4128
2021/11/30,4141
2021/12/1,4232
2021/12/2,4296
2021/12/3,4331
2021/12/6,4393
2021/12/7,4439
2021/12/8,4424
2021/12/9,4333
2021/12/10,4307
2021/12/13,4346
2021/12/14,4394
2021/12/15,4421
2021/12/16,4477
2021/12/17,4521
2021/12/20,4537
2021/12/21,4480
2021/12/22,4454
2021/12/23,4450
2021/12/24,4513
2021/12/27,4386
2021/12/28,4327
2021/12/29,4307
2021/12/30,4320
2021/12/31,4301
2022/1/4,4353
2022/1/5,4422
2022/1/6,4471
2022/1/7,4488
2022/1/10,4499
2022/1/11,4527
2022/1/12,4601
2022/1/13,4665
2022/1/14,4648
2022/1/17,4587
2022/1/18,4575
2022/1/19,4698
2022/1/20,4706
2022/1/21,4717
2022/1/24,4712
2022/1/25,4677
2022/1/26,4688
2022/1/27,4696
2022/1/28,4764
2022/2/7,4837
2022/2/8,4905
2022/2/9,4881
2022/2/10,4906
2022/2/11,4986
2022/2/14,4862
2022/2/15,4744
2022/2/16,4780
2022/2/17,4744
2022/2/18,4730
2022/2/21,4788
2022/2/22,4820
2022/2/23,4775
2022/2/24,4704
2022/2/25,4603
2022/2/28,4662
2022/3/1,4776
2022/3/2,4850
2022/3/3,4886
2022/3/4,4881
2022/3/7,5014
2022/3/8,4981
2022/3/9,4944
2022/3/10,4872
2022/3/11,4894
2022/3/14,4792
2022/3/15,4751
2022/3/16,4818
2022/3/17,4904
2022/3/18,4924
2022/3/21,4926
2022/3/22,4932
2022/3/23,4926
2022/3/24,4976
2022/3/25,4979
2022/3/28,5031
2022/3/29,5022
2022/3/30,4979
2022/3/31,5061
2022/4/1,5109
2022/4/6,5133
2022/4/7,5090
2022/4/8,5025
2022/4/11,4927
2022/4/12,4955
2022/4/13,4973
2022/4/14,4983
2022/4/15,5040
2022/4/18,5033
2022/4/19,5066
2022/4/20,5094
2022/4/21,5085
2022/4/22,5015
2022/4/25,4863
2022/4/26,4817
2022/4/27,4866
2022/4/28,4831
2022/4/29,4863
2022/5/5,4914
2022/5/6,4834
2022/5/9,4679
2022/5/10,4590
2022/5/11,4658
2022/5/12,4656
2022/5/13,4615
2022/5/16,4645
2022/5/17,4666
2022/5/18,4597
2022/5/19,4521
2022/5/20,4611
2022/5/23,4636
2022/5/24,4552
2022/5/25,4497
2022/5/26,4475
2022/5/27,4561
2022/5/30,4615
2022/5/31,4656
2022/6/1,4694
2022/6/2,4733
2022/6/6,4774
2022/6/7,4749
2022/6/8,4760
2022/6/9,4793
2022/6/10,4786
2022/6/13,4716
2022/6/14,4661
2022/6/15,4594
2022/6/16,4548
2022/6/17,4413
2022/6/20,4187
2022/6/21,4187
2022/6/22,4170
2022/6/23,4177
2022/6/24,4226
2022/6/27,4244
2022/6/28,4295
2022/6/29,4370
2022/6/30,4375
2022/7/1,4315
2022/7/4,4214
2022/7/5,4198
2022/7/6,4180
2022/7/7,4228
2022/7/8,4220
2022/7/11,4084
2022/7/12,3997
2022/7/13,3892
2022/7/14,3868
2022/7/15,3704
2022/7/18,3710
2022/7/19,3814
2022/7/20,3805
2022/7/21,3811
2022/7/22,3827
2022/7/25,3875
2022/7/26,3851
2022/7/27,3885
2022/7/28,3971
2022/7/29,4014
2022/8/1,4084
2022/8/2,4064
2022/8/3,4097
2022/8/4,4030
2022/8/5,4022
2022/8/8,4102
2022/8/9,4113
2022/8/10,4081
2022/8/11,4080
2022/8/12,4127
2022/8/15,4157
2022/8/16,4138
2022/8/17,4087
2022/8/18,4030
2022/8/19,3998
2022/8/22,3986
2022/8/23,4025
2022/8/24,4064
2022/8/25,4081
2022/8/26,4078
2022/8/29,4023
2022/8/30,3917
2022/8/31,3680
2022/9/1,3686
2022/9/2,3622
2022/9/5,3665
2022/9/6,3692
2022/9/7,3687
2022/9/8,3715
2022/9/9,3756
2022/9/13,3790
2022/9/14,3737
2022/9/15,3747
2022/9/16,3696
2022/9/19,3714
2022/9/20,3690
2022/9/21,3656
2022/9/22,3718
2022/9/23,3768
2022/9/26,3751
2022/9/27,3812
2022/9/28,3831
2022/9/29,3834
2022/9/30,3823
2022/10/10,3866
2022/10/11,3819
2022/10/12,3742
2022/10/13,3746
2022/10/14,3739
2022/10/17,3694
2022/10/18,3666
2022/10/19,3662
2022/10/20,3622
2022/10/21,3634
2022/10/24,3637
2022/10/25,3583
2022/10/26,3589
2022/10/27,3591
2022/10/28,3517
2022/10/31,3441
2022/11/1,3442
2022/11/2,3478
2022/11/3,3493
2022/11/4,3536
2022/11/7,3551
2022/11/8,3536
2022/11/9,3586
2022/11/10,3548
2022/11/11,3603
2022/11/14,3659
2022/11/15,3666
2022/11/16,3729
2022/11/17,3704
2022/11/18,3715
2022/11/21,3668
2022/11/22,3687
2022/11/23,3676
2022/11/24,3711
2022/11/25,3691
2022/11/28,3735
2022/11/29,3776
2022/11/30,3745
2022/12/1,3761
2022/12/2,3773
2022/12/5,3831
2022/12/6,3803
2022/12/7,3810
2022/12/8,3815
2022/12/9,3909
2022/12/12,3948
2022/12/13,3930
2022/12/14,3953
2022/12/15,4031
2022/12/16,4067
2022/12/19,3966
2022/12/20,3931
2022/12/21,3978
2022/12/22,4000
2022/12/23,3979
2022/12/26,3985
2022/12/27,4039
2022/12/28,4045
2022/12/29,4032
2022/12/30,4087
2023/1/3,4044
2023/1/4,4045
2023/1/5,4001
2023/1/6,4070
2023/1/9,4100
2023/1/10,4109
2023/1/11,4136
2023/1/12,4126
2023/1/13,4154
2023/1/16,4112
2023/1/17,4102
2023/1/18,4155
2023/1/19,4180
2023/1/20,4176
2023/1/30,4234
2023/1/31,4181
2023/2/1,4123
2023/2/2,4088
2023/2/3,4031
2023/2/6,4037
2023/2/7,4016
2023/2/8,4022
2023/2/9,4076
2023/2/10,4058
2023/2/13,4031
2023/2/14,4006
2023/2/15,4061
2023/2/16,4111
2023/2/17,4162
2023/2/20,4167
2023/2/21,4232
2023/2/22,4245
2023/2/23,4261
2023/2/24,4218
2023/2/27,4201
2023/2/28,4170
2023/3/1,4198
2023/3/2,4219
2023/3/3,4249
2023/3/6,4213
2023/3/7,4238
2023/3/8,4251
2023/3/9,4256
2023/3/10,4328
2023/3/13,4351
2023/3/14,4372
2023/3/15,4359
2023/3/16,4255
2023/3/17,4234
2023/3/20,4233
2023/3/21,4188
2023/3/22,4154
2023/3/23,4125
2023/3/24,4085
2023/3/27,4105
2023/3/28,4121
